date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d
1988-06-13,45.0016,45.248,44.2512,45.0016,1330000,0.3138,1.16,169919680.0
1988-06-14,45.248,45.9984,45.0016,45.248,2610900,0.3155,0.54,180802720.0
1988-06-15,45.248,45.752,45.0016,45.752,1090000,0.319,1.11,177218720.0
1988-06-16,45.0016,45.248,44.2512,44.4976,958700,0.3102,-2.76,173851440.0
1988-06-17,44.7552,44.7552,44.2512,44.7552,851700,0.312,0.58,166132960.0
1988-06-20,44.3744,44.7552,44.0048,44.128,701800,0.3077,-1.38,165976160.0
1988-06-21,44.0048,45.0016,43.8704,44.8784,1103500,0.3129,1.69,162971760.0
1988-06-22,45.5056,45.8752,45.0016,45.6288,1746100,0.3181,1.66,165637920.0
1988-06-23,45.752,45.752,45.0016,45.0016,637400,0.3138,-1.35,162431360.0
1988-06-24,45.0016,45.5056,44.4976,45.0016,667100,0.3138,0.0,161878080.0
1988-06-27,44.4976,45.3712,44.4976,44.4976,746600,0.3102,-1.15,161861280.0
1988-06-28,44.7552,46.2448,44.4976,46.2448,1451500,0.3224,3.93,163829680.0
1988-06-29,45.9984,46.7488,45.752,46.3792,1280800,0.3234,0.31,159522160.0
1988-06-30,46.2448,46.7488,45.9984,46.2448,1024000,0.3224,-0.31,158592560.0
1988-07-01,46.5024,46.872,46.2448,46.5024,844100,0.3242,0.56,154527520.0
1988-07-05,46.5024,47.2528,46.1216,47.2528,932600,0.3295,1.63,151518080.0
1988-07-06,47.1296,47.4992,46.1216,46.5024,1397800,0.3242,-1.61,143777760.0
1988-07-07,46.5024,46.5024,45.248,45.8752,942900,0.3198,-1.36,136122000.0
1988-07-08,45.5056,45.9984,45.0016,45.248,941000,0.3155,-1.34,127895600.0
1988-07-11,45.5056,45.5056,44.8784,45.1248,657400,0.3146,-0.29,122729040.0
1988-07-12,45.0016,45.248,44.4976,44.7552,900900,0.312,-0.83,120326080.0
1988-07-13,44.7552,45.0016,44.2512,44.7552,1028300,0.312,0.0,111463520.0
1988-07-14,44.7552,45.248,44.4976,45.0016,560800,0.3138,0.58,108500000.0
1988-07-15,45.0016,45.5056,44.7552,45.0016,741300,0.3138,0.0,107282560.0
1988-07-18,45.3712,45.9984,45.248,45.5056,1013400,0.3173,1.12,108188080.0
1988-07-19,45.0016,45.5056,43.8704,44.7552,1092000,0.312,-1.67,110373200.0
1988-07-20,44.7552,45.0016,44.0048,44.2512,1072200,0.3085,-1.12,110197920.0
1988-07-21,43.7472,44.0048,42.7504,42.9968,1330600,0.2998,-2.82,107871120.0
1988-07-22,42.9968,43.2544,42.504,42.504,927200,0.2963,-1.17,109494000.0
1988-07-25,42.7504,43.2544,42.2464,42.7504,945500,0.2981,0.61,111053040.0
1988-07-26,42.7504,43.2544,42.2464,42.7504,906500,0.2981,0.0,111948480.0
1988-07-27,42.7504,43.2544,42.504,42.7504,1040400,0.2981,0.0,109646320.0
1988-07-28,42.504,42.9968,42.2464,42.6272,827500,0.2972,-0.3,107107840.0
1988-07-29,43.2544,44.4976,42.9968,44.3744,1419200,0.3094,4.1,109320960.0
1988-08-01,44.4976,45.752,44.2512,45.0016,767300,0.3138,1.42,108890880.0
1988-08-02,45.0016,45.5056,44.4976,44.6208,1082900,0.3111,-0.86,109732560.0
1988-08-03,44.7552,44.7552,44.0048,44.7552,989700,0.312,0.29,107447200.0
1988-08-04,44.7552,45.248,44.4976,44.6208,615300,0.3111,-0.29,105612640.0
1988-08-05,44.4976,45.0016,44.2512,44.2512,470200,0.3085,-0.84,102976160.0
1988-08-08,44.4976,44.7552,44.0048,44.0048,267300,0.3068,-0.55,100791600.0
1988-08-09,44.0048,44.2512,42.9968,43.5008,1518100,0.3033,-1.14,104247920.0
1988-08-10,43.7472,43.7472,41.7536,41.8768,1319700,0.292,-3.73,105879760.0
1988-08-11,42.2464,43.2544,42.0,43.2544,946900,0.3016,3.29,108041920.0
1988-08-12,42.9968,42.9968,42.2464,42.504,691800,0.2963,-1.76,107764720.0
1988-08-15,42.2464,42.2464,40.4992,41.2496,1488200,0.2881,-2.77,110423600.0
1988-08-16,41.0032,43.2544,40.7456,42.504,1096000,0.2969,3.05,110446000.0
1988-08-17,42.504,42.7504,41.7536,42.0,1062000,0.2934,-1.18,110388880.0
1988-08-18,42.0,42.9968,41.7536,42.504,661300,0.2969,1.19,106640800.0
1988-08-19,42.504,42.7504,40.4992,40.7456,2030000,0.2846,-4.14,112816480.0
1988-08-22,40.2528,40.7456,39.5024,39.7488,1519600,0.2777,-2.42,116031440.0
1988-08-23,39.7488,40.2528,39.2448,39.5024,1460500,0.2759,-0.65,119133840.0
1988-08-24,39.7488,40.7456,39.5024,40.7456,1120300,0.2846,3.15,119581280.0
1988-08-25,40.2528,40.4992,39.2448,40.1296,1140000,0.2803,-1.51,121331280.0
1988-08-26,39.9952,40.7456,39.9952,40.2528,358500,0.2812,0.32,115391360.0
1988-08-29,40.7456,41.0032,40.4992,40.88,511000,0.2856,1.56,113956080.0
1988-08-30,40.7456,41.0032,39.9952,40.88,451500,0.2856,0.0,110420240.0
1988-08-31,41.0032,41.1264,39.5024,39.872,2122200,0.2785,-2.49,116762240.0
1988-09-01,39.7488,39.7488,38.5056,38.8752,2203000,0.2716,-2.48,125653360.0
1988-09-02,39.5024,39.9952,38.9984,39.7488,1663400,0.2777,2.25,132335280.0
1988-09-06,39.9952,39.9952,38.752,38.8752,1280800,0.2716,-2.2,138010880.0
1988-09-07,38.9984,39.5024,37.7552,38.248,1599200,0.2672,-1.62,138465040.0
1988-09-08,38.248,39.5024,37.7552,38.752,1850500,0.2707,1.31,141437520.0
1988-09-09,38.752,41.0032,37.7552,40.4992,2095300,0.2829,4.51,147868560.0
1988-09-12,41.0032,41.7536,40.1296,41.0032,1321700,0.2864,1.24,151396000.0
1988-09-13,40.2528,41.2496,39.9952,41.0032,1068600,0.2864,0.0,149046240.0
1988-09-14,41.7536,42.3696,41.496,42.0,2130100,0.2934,2.44,154837200.0
1988-09-15,42.0,42.7504,41.496,41.6304,1480000,0.2908,-0.89,157178000.0
1988-09-16,41.496,42.7504,41.3728,42.2464,1105000,0.2951,1.48,159662720.0
1988-09-19,42.0,42.2464,41.2496,41.7536,822600,0.2917,-1.15,152901280.0
1988-09-20,41.7536,42.2464,41.3728,41.496,916800,0.2899,-0.62,149525600.0
1988-09-21,41.7536,42.9968,41.496,42.7504,815600,0.2986,3.0,145914160.0
1988-09-22,42.9968,44.0048,42.7504,44.0048,1300600,0.3074,2.95,146923840.0
1988-09-23,43.5008,44.2512,43.5008,43.7472,906100,0.3056,-0.59,145614000.0
1988-09-26,43.7472,44.0048,42.504,42.7504,777100,0.2986,-2.29,147958160.0
1988-09-27,42.504,43.5008,42.504,43.3776,1455200,0.303,1.47,153245680.0
1988-09-28,43.5008,44.128,43.2544,43.5008,756200,0.3039,0.3,154952000.0
1988-09-29,43.7472,44.2512,43.5008,44.0048,947100,0.3074,1.15,148371440.0
1988-09-30,44.0048,44.0048,43.2544,43.2544,829400,0.3021,-1.72,140679280.0
1988-10-03,42.9968,43.2544,42.0,42.504,810500,0.2969,-1.72,135903040.0
1988-10-04,42.2464,42.7504,41.1264,41.496,461200,0.2899,-2.36,131313280.0
1988-10-05,41.2496,41.7536,40.4992,40.88,1100000,0.2856,-1.48,128517760.0
1988-10-06,40.4992,40.88,39.2448,39.7488,1497900,0.2777,-2.77,126543200.0
1988-10-07,38.9984,39.7488,38.3712,39.7488,4085600,0.2777,0.0,137688880.0
1988-10-10,39.5024,39.7488,37.4976,38.5056,2970000,0.269,-3.13,146919360.0
1988-10-11,38.248,39.5024,38.248,38.9984,1737100,0.2724,1.26,150662960.0
1988-10-12,38.5056,38.9984,38.0016,38.752,1187000,0.2707,-0.62,145381600.0
1988-10-13,38.5056,39.7488,38.5056,38.9984,1468400,0.2724,0.63,145316640.0
1988-10-14,39.5024,39.5024,38.1248,38.752,1404000,0.2707,-0.62,146991040.0
1988-10-17,38.5056,38.9984,38.248,38.5056,836500,0.269,-0.63,147068880.0
1988-10-18,38.9984,39.5024,38.248,39.3792,1273200,0.2751,2.27,149064720.0
1988-10-19,39.7488,40.7456,39.5024,39.9952,2476100,0.2794,1.56,158363520.0
1988-10-20,39.9952,41.6304,39.9952,41.496,1548800,0.2899,3.76,159753440.0
1988-10-21,41.2496,41.7536,40.7456,41.0032,1103600,0.2864,-1.21,160859440.0
1988-10-24,41.2496,41.2496,39.6256,39.9952,1206800,0.2794,-2.44,163265760.0
1988-10-25,40.2528,40.2528,39.7488,39.872,760600,0.2785,-0.32,159376000.0
1988-10-26,39.9952,39.9952,38.5056,39.2448,1685000,0.2741,-1.58,164577280.0
1988-10-27,38.752,39.2448,38.248,38.9984,1282900,0.2724,-0.62,166457760.0
1988-10-28,38.9984,39.5024,38.5056,38.5056,754300,0.269,-1.25,166037200.0
1988-10-31,38.752,38.752,37.4976,38.6288,2168800,0.2698,0.3,173643680.0
1988-11-01,38.5056,38.752,37.7552,38.0016,1283000,0.2654,-1.63,178245760.0
1988-11-02,38.248,38.248,36.7472,37.2512,1861800,0.2602,-1.96,182511840.0
1988-11-03,37.2512,37.4976,36.7472,37.128,2164800,0.2593,-0.35,186246480.0
1988-11-04,36.7472,38.0016,36.7472,37.7552,1373200,0.2637,1.7,171057040.0
1988-11-07,37.2512,37.7552,37.0048,37.4976,1518600,0.2619,-0.68,162929200.0
1988-11-08,37.4976,38.752,37.3744,38.5056,1379700,0.269,2.71,160927760.0
1988-11-09,38.248,39.3792,38.0016,39.2448,1801100,0.2741,1.9,164366720.0
1988-11-10,39.5024,39.7488,38.9984,39.5024,892100,0.2759,0.66,161139440.0
1988-11-11,38.9984,39.6256,38.5056,38.5056,970400,0.269,-2.5,158711280.0
1988-11-14,38.752,38.9984,38.248,38.8752,761000,0.2716,0.97,158288480.0
1988-11-15,38.9984,39.2448,38.752,38.9984,714300,0.2724,0.29,155158640.0
1988-11-16,38.9984,39.2448,37.7552,38.0016,1320000,0.2654,-2.57,148684480.0
1988-11-17,38.0016,38.5056,38.0016,38.248,710200,0.2672,0.68,143988320.0
1988-11-18,38.5056,38.5056,38.0016,38.0016,514200,0.2654,-0.67,140687680.0
1988-11-21,37.4976,37.7552,36.2544,36.624,1981300,0.2565,-3.35,145024880.0
1988-11-22,36.5008,36.8704,35.9968,36.12,1323100,0.253,-1.36,148174880.0
1988-11-23,35.7504,37.0048,35.504,36.8704,1678500,0.2582,2.06,148138480.0
1988-11-25,36.2544,36.7472,35.9968,36.5008,431200,0.2556,-1.01,143368960.0
1988-11-28,36.5008,36.7472,35.9968,36.5008,1244300,0.2556,0.0,146112960.0
1988-11-29,36.5008,36.7472,35.9968,36.7472,827400,0.2574,0.7,138601120.0
1988-11-30,36.7472,38.0016,36.7472,37.6208,1498600,0.2635,2.37,139808480.0
1988-12-01,37.7552,38.9984,37.4976,38.752,1894300,0.2714,3.0,139990480.0
1988-12-02,38.248,39.872,38.0016,39.2448,2979600,0.2749,1.29,144553360.0
1988-12-05,39.5024,39.9952,38.752,39.5024,1378700,0.2767,0.65,144584160.0
1988-12-06,39.2448,39.7488,38.9984,39.5024,936900,0.2767,0.0,141326640.0
1988-12-07,38.9984,39.5024,38.752,39.3792,876200,0.2758,-0.33,138507040.0
1988-12-08,39.2448,39.2448,38.752,39.1216,530900,0.274,-0.65,131393920.0
1988-12-09,39.2448,39.5024,38.752,39.1216,401400,0.274,0.0,128646000.0
1988-12-12,39.2448,39.5024,38.5056,38.5056,1052500,0.2697,-1.57,129105760.0
1988-12-13,38.5056,38.752,38.248,38.752,1094200,0.2714,0.63,130971680.0
1988-12-14,38.5056,39.9952,38.5056,39.7488,1725900,0.2784,2.58,136636640.0
1988-12-15,39.9952,40.4992,39.2448,39.5024,1005100,0.2767,-0.61,134873200.0
1988-12-16,39.5024,40.4992,39.2448,40.1296,1638300,0.281,1.55,140070560.0
1988-12-19,40.2528,41.0032,39.9952,40.7456,2092200,0.2854,1.57,148907360.0
1988-12-20,41.0032,41.496,40.6224,41.0032,2448100,0.2872,0.63,151521440.0
1988-12-21,41.0032,42.0,41.0032,41.7536,2160400,0.2924,1.81,156210320.0
1988-12-22,41.7536,42.0,40.7456,41.0032,946700,0.2872,-1.78,152112240.0
1988-12-23,41.0032,41.3728,41.0032,41.1264,365700,0.288,0.28,151745440.0
1988-12-27,41.0032,41.496,40.4992,40.4992,535600,0.2836,-1.53,147776720.0
1988-12-28,40.4992,40.7456,39.7488,40.2528,460200,0.2819,-0.6,145720400.0
1988-12-29,40.2528,40.7456,40.2528,40.4992,1051900,0.2836,0.6,143218880.0
1988-12-30,40.4992,41.2496,40.2528,40.2528,729400,0.2819,-0.6,136695440.0
1989-01-03,40.2528,40.4992,39.9952,40.376,893000,0.2828,0.32,125010480.0
1989-01-04,40.7456,42.1232,40.4992,42.0,2142400,0.2941,4.0,129287200.0
1989-01-05,42.0,43.2544,41.2496,42.2464,2744000,0.2959,0.61,139406960.0
1989-01-06,42.2464,43.5008,42.2464,42.6272,1773800,0.2985,0.88,144433520.0
1989-01-09,42.9968,43.12,42.2464,42.9968,708100,0.3011,0.87,145425840.0
1989-01-10,42.504,42.8736,41.496,42.6272,922500,0.2985,-0.86,148344000.0
1989-01-11,42.2464,42.504,41.2496,42.1232,1394000,0.295,-1.17,150256400.0
1989-01-12,42.2464,42.9968,42.0,42.7504,1342100,0.2994,1.49,151644640.0
1989-01-13,42.7504,43.5008,42.3696,43.2544,1731300,0.3029,1.17,151674880.0
1989-01-16,43.2544,44.0048,42.9968,43.7472,1505300,0.3064,1.16,154476000.0
1989-01-17,43.2544,43.5008,39.9952,40.376,6755400,0.2828,-7.7,183131760.0
1989-01-18,40.7456,41.1264,39.5024,39.7488,4356500,0.2784,-1.56,195811840.0
1989-01-19,40.4992,41.0032,39.9952,40.4992,2285600,0.2836,1.87,194901840.0
1989-01-20,40.4992,41.496,40.2528,41.0032,1551200,0.2872,1.27,191490320.0
1989-01-23,40.7456,41.2496,40.7456,41.0032,1611900,0.2872,0.0,195215440.0
1989-01-24,41.0032,41.7536,40.7456,41.6304,1993700,0.2916,1.53,204332240.0
1989-01-25,41.7536,42.0,41.0032,41.496,990500,0.2906,-0.34,206879680.0
1989-01-26,40.7456,42.1232,40.6224,41.7536,2547000,0.2924,0.62,218565760.0
1989-01-27,38.248,39.2448,36.2544,37.6208,18992600,0.2635,-9.88,319033680.0
1989-01-30,37.6208,38.0016,37.2512,37.3744,5236600,0.2618,-0.65,344274000.0
1989-01-31,37.2512,37.7552,36.7472,37.7552,4110300,0.2644,0.99,362290880.0
1989-02-01,37.7552,39.6256,37.3744,39.2448,4353200,0.2749,3.97,374671360.0
1989-02-02,39.5024,40.2528,39.2448,39.7488,4227600,0.2784,1.27,382979520.0
1989-02-03,39.9952,40.2528,38.9984,39.2448,1597400,0.2749,-1.26,381991680.0
1989-02-06,39.5024,39.5024,38.248,38.5056,1042300,0.2697,-1.89,383863200.0
1989-02-07,38.248,39.2448,38.248,38.9984,1474600,0.2731,1.26,386954960.0
1989-02-08,38.9984,39.5024,38.0016,38.248,1401900,0.2679,-1.9,386999200.0
1989-02-09,38.248,38.9984,38.0016,38.248,1435800,0.2679,0.0,387523920.0
1989-02-10,38.248,38.248,37.0048,37.2512,3110200,0.2609,-2.61,395245760.0
1989-02-13,36.7472,37.2512,36.7472,37.0048,2099900,0.2592,-0.65,398575520.0
1989-02-14,36.8704,37.0048,35.2464,35.7504,7960500,0.2504,-3.4,405324080.0
1989-02-15,35.7504,36.2544,35.504,36.2544,2952000,0.2539,1.4,397458880.0
1989-02-16,36.2544,37.2512,35.9968,36.3776,2283000,0.2548,0.35,397444320.0
1989-02-17,36.2544,37.0048,36.2544,36.7472,1043300,0.2581,1.3,394600080.0
1989-02-21,36.8704,37.7552,36.7472,37.4976,1701400,0.2633,2.01,395101280.0
1989-02-22,37.2512,37.4976,36.5008,36.7472,2127900,0.2581,-1.97,395852800.0
1989-02-23,36.5008,37.0048,36.2544,36.7472,851500,0.2581,0.0,395074400.0
1989-02-24,37.0048,37.0048,35.9968,35.9968,1358300,0.2528,-2.05,388417680.0
1989-02-27,35.9968,36.5008,35.7504,36.5008,1035000,0.2563,1.38,287855120.0
1989-02-28,36.5008,36.7472,35.9968,36.2544,1571600,0.2546,-0.66,267331120.0
1989-03-01,36.2544,36.5008,35.504,35.9968,1519000,0.2528,-0.71,252819840.0
1989-03-02,35.7504,36.2544,34.7536,35.0,3360100,0.2458,-2.77,247258480.0
1989-03-03,35.2464,35.2464,34.0032,34.7536,3462300,0.2441,-0.69,242972800.0
1989-03-06,35.0,35.8736,34.496,35.504,1504600,0.2493,2.13,242453120.0
1989-03-07,35.504,35.9968,35.0,35.7504,2327600,0.2511,0.72,249650800.0
1989-03-08,35.6272,36.2544,35.2464,35.2464,1931200,0.2475,-1.43,252207760.0
1989-03-09,35.2464,35.7504,34.496,34.496,1191400,0.2423,-2.1,251028960.0
1989-03-10,34.496,35.0,34.2496,35.0,917100,0.2458,1.44,248124240.0
1989-03-13,35.0,35.504,34.7536,35.0,1170600,0.2458,0.0,237262480.0
1989-03-14,35.0,35.504,34.8768,35.2464,1445900,0.2475,0.69,233600080.0
1989-03-15,35.2464,35.504,34.7536,35.0,804100,0.2458,-0.69,193524240.0
1989-03-16,35.0,35.504,34.496,35.2464,1716400,0.2475,0.69,186604880.0
1989-03-17,34.496,35.7504,34.0032,34.8768,2117200,0.2449,-1.05,185676400.0
1989-03-20,35.0,35.2464,34.496,34.8768,1620100,0.2449,0.0,188906480.0
1989-03-21,35.504,35.504,34.7536,34.8768,1144600,0.2449,0.0,185788400.0
1989-03-22,34.2496,34.7536,33.7456,33.88,1293300,0.2379,-2.86,181114640.0
1989-03-23,34.0032,34.496,33.7456,34.3728,1061700,0.2414,1.47,182291760.0
1989-03-27,34.2496,34.496,33.4992,33.7456,1354100,0.237,-1.82,182268240.0
1989-03-28,34.0032,34.496,34.0032,34.0032,1261200,0.2388,0.76,183534960.0
1989-03-29,34.0032,34.496,34.0032,34.2496,664300,0.2405,0.71,178454080.0
1989-03-30,34.2496,35.0,34.0032,34.7536,939700,0.2441,1.5,175210000.0
1989-03-31,35.0,35.7504,34.7536,35.6272,1654900,0.2502,2.5,165660880.0
1989-04-03,35.504,36.2544,34.7536,35.0,1484700,0.2458,-1.76,154586320.0
1989-04-04,34.496,34.8768,33.88,34.496,1033300,0.2423,-1.42,151947040.0
1989-04-05,34.496,35.2464,34.2496,35.0,1073700,0.2458,1.44,144925200.0
1989-04-06,34.7536,36.12,34.496,35.9968,1396200,0.2528,2.85,141929200.0
1989-04-07,35.9968,37.4976,35.9968,37.3744,3169500,0.2625,3.84,153006560.0
1989-04-10,37.2512,38.0016,36.7472,37.0048,1208700,0.2599,-0.99,154639520.0
1989-04-11,37.4976,38.0016,37.0048,37.7552,1308400,0.2651,2.0,155411200.0
1989-04-12,38.248,39.2448,37.8784,38.5056,3463500,0.2704,2.0,166709760.0
1989-04-13,38.752,39.5024,38.248,38.5056,1618500,0.2704,0.0,171270400.0
1989-04-14,38.9984,39.2448,38.248,38.752,1101400,0.2721,0.63,167826400.0
1989-04-17,38.5056,39.2448,38.0016,39.2448,1251300,0.2756,1.29,162977360.0
1989-04-18,39.5024,40.4992,39.2448,40.1296,5008800,0.2818,2.25,181954080.0
1989-04-19,39.9952,41.6304,39.7488,40.88,3802500,0.2871,1.88,196838320.0
1989-04-20,40.7456,41.496,40.2528,40.7456,1605500,0.2861,-0.35,198586640.0
1989-04-21,40.4992,40.88,39.7488,40.1296,1028300,0.2818,-1.5,198399600.0
1989-04-24,39.9952,40.2528,39.5024,40.1296,989200,0.2818,0.0,196356160.0
1989-04-25,39.9952,40.4992,39.7488,39.9952,1037300,0.2809,-0.32,195102320.0
1989-04-26,39.9952,40.2528,39.1216,39.7488,1661900,0.2791,-0.64,200688880.0
1989-04-27,39.5024,39.9952,38.9984,39.3792,1244500,0.2766,-0.9,202395760.0
1989-04-28,39.2448,39.5024,38.5056,38.9984,927300,0.2739,-0.98,198321200.0
1989-05-01,38.5056,39.2448,38.5056,38.9984,720200,0.2739,0.0,194040000.0
1989-05-02,38.9984,40.2528,38.9984,39.872,1926300,0.28,2.23,199040800.0
1989-05-03,39.7488,40.7456,39.7488,40.2528,1969100,0.2827,0.96,204055040.0
1989-05-04,40.2528,41.2496,39.9952,41.0032,1686700,0.288,1.87,205681840.0
1989-05-05,42.504,42.7504,41.496,41.496,4113900,0.2914,1.18,210970480.0
1989-05-08,41.496,42.2464,41.496,42.2464,1838600,0.2967,1.82,214497920.0
1989-05-09,42.0,42.9968,42.0,42.504,3096200,0.2985,0.61,224509600.0
1989-05-10,42.9968,43.5008,42.504,43.2544,2093200,0.3038,1.78,216835920.0
1989-05-11,43.2544,44.2512,42.9968,43.8704,2687000,0.3081,1.42,222819520.0
1989-05-12,44.4976,45.0016,44.0048,45.0016,4170900,0.316,2.56,240008720.0
1989-05-15,44.7552,46.2448,44.7552,45.9984,2838400,0.323,2.22,248896480.0
1989-05-16,45.9984,46.2448,45.0016,45.3712,2041700,0.3186,-1.36,232280720.0
1989-05-17,45.248,45.5056,45.0016,45.248,2218400,0.3178,-0.25,223409760.0
1989-05-18,45.248,45.5056,44.7552,44.7552,1886200,0.3143,-1.1,224981680.0
1989-05-19,44.7552,46.2448,44.7552,45.752,2953300,0.3213,2.23,235761680.0
1989-05-22,45.752,46.2448,45.248,45.9984,1700000,0.3237,0.75,239742160.0
1989-05-23,45.9984,45.9984,45.248,45.5056,1200600,0.3203,-1.05,240656640.0
1989-05-24,45.248,47.7456,45.248,47.7456,2657200,0.336,4.9,246230320.0
1989-05-25,47.2528,49.0,47.2528,48.2496,2074700,0.3396,1.07,250879440.0
1989-05-26,48.2496,49.0,48.0032,48.496,1004600,0.3413,0.5,251312320.0
1989-05-30,48.2496,49.0,47.376,47.4992,999300,0.3343,-2.05,252875280.0
1989-05-31,47.4992,48.1264,46.9952,47.7456,1028700,0.336,0.51,247848720.0
1989-06-01,47.7456,49.2464,47.4992,48.7536,1602700,0.3431,2.11,245796880.0
1989-06-02,48.496,49.504,48.496,49.0,1111400,0.3449,0.52,242575200.0
1989-06-05,48.7536,49.0,46.5024,46.9952,1108200,0.3308,-4.09,225743280.0
1989-06-06,46.7488,46.9952,46.2448,46.7488,1294700,0.329,-0.54,222697440.0
1989-06-07,46.7488,48.496,46.7488,48.2496,1568500,0.3396,3.22,214142320.0
1989-06-08,48.496,49.0,47.2528,47.6224,1589400,0.3352,-1.3,211321040.0
1989-06-09,47.2528,47.7456,46.5024,46.9952,843000,0.3308,-1.31,200994640.0
1989-06-12,46.7488,47.7456,46.2448,47.4992,722000,0.3343,1.06,181680800.0
1989-06-13,47.4992,48.7536,46.9952,48.496,2062300,0.3413,2.09,177334640.0
1989-06-14,49.0,50.2544,48.2496,49.6272,2243800,0.3493,2.34,178466400.0
1989-06-15,49.504,49.7504,47.4992,47.4992,1441100,0.3343,-4.29,174113520.0
1989-06-16,44.7552,45.5056,43.5008,44.4976,4839300,0.3132,-6.31,190650880.0
1989-06-19,44.4976,44.7552,43.5008,44.0048,1635000,0.3097,-1.12,183268400.0
1989-06-20,44.0048,44.0048,42.2464,42.9968,1201200,0.3026,-2.29,180475120.0
1989-06-21,42.9968,43.5008,42.2464,42.504,1159500,0.2991,-1.16,180244960.0
1989-06-22,42.504,43.7472,42.0,43.2544,1225000,0.3044,1.77,172224640.0
1989-06-23,43.2544,44.2512,43.2544,43.8704,1106200,0.3088,1.45,166801040.0
1989-06-26,44.0048,44.0048,43.2544,43.5008,1641400,0.3062,-0.84,170367120.0
1989-06-27,43.7472,44.2512,42.504,42.6272,944500,0.3,-2.02,170060240.0
1989-06-28,42.2464,42.2464,41.0032,41.7536,2294900,0.2939,-2.03,177150960.0
1989-06-29,41.0032,41.2496,39.9952,40.6224,2085000,0.2859,-2.72,179851840.0
1989-06-30,40.4992,41.7536,39.5024,41.2496,1470900,0.2903,1.54,181865040.0
1989-07-03,41.7536,41.7536,40.7456,40.7456,431700,0.2868,-1.21,178076640.0
1989-07-05,40.4992,40.7456,39.9952,40.4992,1063900,0.285,-0.63,176784160.0
1989-07-06,40.7456,41.7536,40.2528,41.2496,1552900,0.2903,1.86,176696800.0
1989-07-07,41.2496,42.0,40.4992,41.2496,947400,0.2903,0.0,173101600.0
1989-07-10,41.0032,41.2496,39.9952,40.4992,1818700,0.285,-1.83,178565520.0
1989-07-11,40.7456,41.0032,39.7488,39.7488,2177900,0.2798,-1.82,186718560.0
1989-07-12,39.7488,40.2528,39.5024,39.9952,1108300,0.2815,0.61,181376160.0
1989-07-13,39.9952,41.0032,39.5024,40.6224,2012800,0.2859,1.56,180082560.0
1989-07-14,40.7456,41.0032,39.7488,40.7456,2297500,0.2868,0.31,184878400.0
1989-07-17,40.7456,41.2496,39.7488,40.7456,1168700,0.2868,0.0,164323040.0
1989-07-18,40.7456,40.7456,38.752,39.2448,4261700,0.2762,-3.7,179032560.0
1989-07-19,39.5024,40.7456,38.9984,40.4992,2133700,0.285,3.19,184254560.0
1989-07-20,40.7456,41.2496,39.7488,39.9952,2107800,0.2815,-1.23,189565040.0
1989-07-21,39.7488,39.9952,38.9984,39.9952,1245400,0.2815,0.0,189679280.0
1989-07-24,39.7488,39.7488,39.2448,39.2448,1035600,0.2762,-1.88,189283920.0
1989-07-25,39.2448,39.7488,38.0016,38.752,1873600,0.2727,-1.27,190584240.0
1989-07-26,38.248,38.5056,37.7552,38.248,2087000,0.2692,-1.28,196982240.0
1989-07-27,38.248,39.5024,38.0016,39.2448,1545300,0.2762,2.6,192784480.0
1989-07-28,39.2448,39.7488,38.9984,39.3792,1065500,0.2772,0.36,187075280.0
1989-07-31,39.2448,39.9952,38.9984,39.7488,998800,0.2798,0.94,184431520.0
1989-08-01,39.7488,40.2528,39.2448,39.872,1245900,0.2806,0.29,188991040.0
1989-08-02,39.7488,40.4992,39.5024,40.4992,905400,0.285,1.57,188103440.0
1989-08-03,40.4992,41.496,40.4992,41.2496,1544100,0.2903,1.86,188054160.0
1989-08-04,41.2496,42.7504,41.1264,42.7504,1637100,0.3009,3.65,191916480.0
1989-08-07,42.9968,44.0048,42.6272,43.7472,1501900,0.3079,2.33,190142400.0
1989-08-08,43.5008,44.7552,43.5008,44.128,1841000,0.3106,0.88,188255760.0
1989-08-09,44.0048,45.752,43.8704,44.0048,1742500,0.3097,-0.29,191807280.0
1989-08-10,44.0048,44.0048,42.7504,43.2544,1360400,0.3044,-1.71,188153840.0
1989-08-11,44.0048,44.0048,41.2496,41.8768,2054300,0.2947,-3.19,186791920.0
1989-08-14,41.496,42.0,40.4992,40.7456,918100,0.2868,-2.68,185388560.0
1989-08-15,40.7456,41.496,40.7456,41.3728,1461900,0.2912,1.53,169709680.0
1989-08-16,41.496,41.7536,39.9952,40.376,1076200,0.2842,-2.4,163787680.0
1989-08-17,40.2528,41.2496,39.9952,41.0032,1368900,0.2886,1.55,159649840.0
1989-08-18,41.7536,42.504,41.496,42.2464,750600,0.2973,3.01,156878960.0
1989-08-21,42.2464,43.2544,42.0,42.2464,1230600,0.298,0.24,157970960.0
1989-08-22,42.0,42.9968,42.0,42.8736,998500,0.3025,1.51,153070400.0
1989-08-23,42.9968,44.2512,42.504,43.7472,1550400,0.3086,2.02,150065440.0
1989-08-24,43.7472,44.4976,43.5008,44.128,1454700,0.3113,0.87,149558080.0
1989-08-25,44.0048,45.0016,44.0048,44.7552,1441000,0.3157,1.41,151660880.0
1989-08-28,44.4976,45.0016,44.0048,44.7552,729100,0.3157,0.0,150150560.0
1989-08-29,44.7552,45.0016,43.7472,44.128,1579500,0.3113,-1.39,152018720.0
